strain,replicate,time,od
H11,3,675,0.302
H11,3,690,0.301
H11,3,705,0.302
H11,3,720,0.302
H11,3,735,0.303
H11,3,750,0.303
H11,3,765,0.301
H11,3,780,0.3
H11,3,795,0.298
H11,3,810,0.296
H11,3,825,0.295
H11,3,840,0.292
H11,3,855,0.291
H11,3,870,0.289
H11,3,885,0.287
H11,3,900,0.286
H11,3,915,0.285
H11,3,930,0.284
H11,3,945,0.282
H11,3,960,0.281
H11,3,975,0.281
H11,3,990,0.279
H11,3,1005,0.277
H11,3,1020,0.276
H11,3,1035,0.277
H11,3,1050,0.277
H11,3,1065,0.277
H11,3,1080,0.276
H11,3,1095,0.275
H11,3,1110,0.274
H11,3,1125,0.272
H11,3,1140,0.272
H11,3,1155,0.271
H19,1,15,0.01
H19,1,30,0.009
H19,1,45,0.008
H19,1,60,0.009
H19,1,75,0.009
H19,1,90,0.013
H19,1,105,0.015
H19,1,120,0.018
H19,1,135,0.023
H19,1,150,0.027
H19,1,165,0.033
H19,1,180,0.039
H19,1,195,0.045
H19,1,210,0.052
H19,1,225,0.062
H19,1,240,0.071
H19,1,255,0.088
H19,1,270,0.1
H19,1,285,0.106
H19,1,300,0.114
H19,1,315,0.119
H19,1,330,0.126
H19,1,345,0.129
H19,1,360,0.142
H19,1,375,0.155
H19,1,390,0.177
H19,1,405,0.192
H19,1,420,0.226
H19,1,435,0.243
H19,1,450,0.262
H19,1,465,0.279
H19,1,480,0.29
H19,1,495,0.302
H19,1,510,0.301
H19,1,525,0.31
H19,1,540,0.313
H19,1,555,0.317
H19,1,570,0.32
H19,1,585,0.322
H19,1,600,0.323
H19,1,615,0.325
H19,1,630,0.324
H19,1,645,0.326
H19,1,660,0.326
H19,1,675,0.333
H19,1,690,0.331
H19,1,705,0.331
H19,1,720,0.334
H19,1,735,0.328
H19,1,750,0.327
H19,1,765,0.326
H19,1,780,0.325
H19,1,795,0.324
H19,1,810,0.326
H19,1,825,0.322
H19,1,840,0.321
H19,1,855,0.321
H19,1,870,0.321
H19,1,885,0.338
H19,1,900,0.325
H19,1,915,0.32
H19,1,930,0.319
H19,1,945,0.319
H19,1,960,0.32
H19,1,975,0.323
H19,1,990,0.32
H19,1,1005,0.326
H19,1,1020,0.317
H19,1,1035,0.322
H19,1,1050,0.315
H19,1,1065,0.329
H19,1,1080,0.312
H19,1,1095,0.311
H19,1,1110,0.309
H19,1,1125,0.326
H19,1,1140,0.308
H19,1,1155,0.307
H17,1,15,0.016
H17,1,30,0.014
H17,1,45,0.014
H17,1,60,0.015
H17,1,75,0.018
H17,1,90,0.023
H17,1,105,0.031
H17,1,120,0.042
H17,1,135,0.063
H17,1,150,0.081
H17,1,165,0.101
H17,1,180,0.129
H17,1,195,0.163
H17,1,210,0.187
H17,1,225,0.222
H17,1,240,0.252
H17,1,255,0.275
H17,1,270,0.289
H17,1,285,0.303
H17,1,300,0.31
H17,1,315,0.308
H17,1,330,0.307
H17,1,345,0.305
H17,1,360,0.302
H17,1,375,0.297
H17,1,390,0.294
H17,1,405,0.294
H17,1,420,0.291
H17,1,435,0.29
H17,1,450,0.288
H17,1,465,0.287
H17,1,480,0.287
H17,1,495,0.284
H17,1,510,0.281
H17,1,525,0.281
H17,1,540,0.281
H17,1,555,0.28
H17,1,570,0.279
H17,1,585,0.277
H17,1,600,0.279
H17,1,615,0.276
H17,1,630,0.279
H17,1,645,0.277
H17,1,660,0.274
H17,1,675,0.272
H17,1,690,0.271
H17,1,705,0.272
H17,1,720,0.27
H17,1,735,0.271
H17,1,750,0.268
H17,1,765,0.269
H17,1,780,0.268
H17,1,795,0.268
H17,1,810,0.266
H17,1,825,0.267
H17,1,840,0.268
H17,1,855,0.27
H17,1,870,0.266
H17,1,885,0.265
H17,1,900,0.266
H17,1,915,0.264
H17,1,930,0.263
H17,1,945,0.262
H17,1,960,0.264
H17,1,975,0.263
H17,1,990,0.262
H17,1,1005,0.263
H17,1,1020,0.259
H17,1,1035,0.262
H17,1,1050,0.259
H17,1,1065,0.261
H17,1,1080,0.26
H17,1,1095,0.26
H17,1,1110,0.256
H17,1,1125,0.258
H17,1,1140,0.262
H17,1,1155,0.263
H14,1,15,0.008
H14,1,30,0.007
H14,1,45,0.007
H14,1,60,0.009
H14,1,75,0.011
H14,1,90,0.014
H14,1,105,0.017
H14,1,120,0.021
H14,1,135,0.027
H14,1,150,0.037
H14,1,165,0.051
H14,1,180,0.066
H14,1,195,0.079
H14,1,210,0.098
H14,1,225,0.119
H14,1,240,0.159
H14,1,255,0.176
H14,1,270,0.203
H14,1,285,0.227
H14,1,300,0.247
H14,1,315,0.266
H14,1,330,0.28
H14,1,345,0.294
H14,1,360,0.309
H14,1,375,0.323
H14,1,390,0.336
H14,1,405,0.352
H14,1,420,0.359
H14,1,435,0.37
H14,1,450,0.384
H14,1,465,0.389
H14,1,480,0.389
H14,1,495,0.388
H14,1,510,0.385
H14,1,525,0.382
H14,1,540,0.38
H14,1,555,0.377
H14,1,570,0.375
H14,1,585,0.373
H14,1,600,0.37
H14,1,615,0.368
H14,1,630,0.366
H14,1,645,0.365
H14,1,660,0.364
H14,1,675,0.361
H14,1,690,0.359
H14,1,705,0.357
H14,1,720,0.355
H14,1,735,0.353
H14,1,750,0.35
H14,1,765,0.349
H14,1,780,0.347
H14,1,795,0.345
H14,1,810,0.343
H14,1,825,0.34
H14,1,840,0.339
H14,1,855,0.338
H14,1,870,0.336
H14,1,885,0.335
H14,1,900,0.333
H14,1,915,0.332
H14,1,930,0.33
H14,1,945,0.329
H14,1,960,0.327
H14,1,975,0.326
H14,1,990,0.324
H14,1,1005,0.323
H14,1,1020,0.322
H14,1,1035,0.32
H14,1,1050,0.319
H14,1,1065,0.318
H14,1,1080,0.317
H14,1,1095,0.315
H14,1,1110,0.314
H14,1,1125,0.312
H14,1,1140,0.313
H14,1,1155,0.312
H19,2,15,0.001
H19,2,30,0.001
H19,2,45,0.001
H19,2,60,0.001
H19,2,75,0.001
H19,2,90,0.003
H19,2,105,0.004
H19,2,120,0.007
H19,2,135,0.01
H19,2,150,0.014
H19,2,165,0.019
H19,2,180,0.026
H19,2,195,0.03
H19,2,210,0.034
H19,2,225,0.04
H19,2,240,0.058
H19,2,255,0.07
H19,2,270,0.084
H19,2,285,0.094
H19,2,300,0.094
H19,2,315,0.09
H19,2,330,0.09
H19,2,345,0.091
H19,2,360,0.098
H19,2,375,0.104
H19,2,390,0.098
H19,2,405,0.115
H19,2,420,0.15
H19,2,435,0.193
H19,2,450,0.227
H19,2,465,0.252
H19,2,480,0.244
H19,2,495,0.232
H19,2,510,0.251
H19,2,525,0.252
H19,2,540,0.252
H19,2,555,0.243
H19,2,570,0.248
H19,2,585,0.245
H19,2,600,0.251
H19,2,615,0.25
H19,2,630,0.266
H19,2,645,0.254
H19,2,660,0.261
H19,2,675,0.262
H19,2,690,0.251
H19,2,705,0.253
H19,2,720,0.25
H19,2,735,0.271
H19,2,750,0.253
H19,2,765,0.252
H19,2,780,0.248
H19,2,795,0.249
H19,2,810,0.249
H19,2,825,0.24
H19,2,840,0.25
H19,2,855,0.249
H19,2,870,0.253
H19,2,885,0.241
H19,2,900,0.248
H19,2,915,0.253
H19,2,930,0.252
H19,2,945,0.244
H19,2,960,0.242
H19,2,975,0.239
H19,2,990,0.238
H19,2,1005,0.238
H19,2,1020,0.239
H19,2,1035,0.238
H19,2,1050,0.237
H19,2,1065,0.237
H19,2,1080,0.237
H19,2,1095,0.237
H19,2,1110,0.24
H19,2,1125,0.237
H19,2,1140,0.235
H19,2,1155,0.234
PA14,9,15,0.014
PA14,9,30,0.012
PA14,9,45,0.014
PA14,9,60,0.016
PA14,9,75,0.014
PA14,9,90,0.013
PA14,9,105,0.018
PA14,9,120,0.023
PA14,9,135,0.03
PA14,9,150,0.042
PA14,9,165,0.052
PA14,9,180,0.065
PA14,9,195,0.081
PA14,9,210,0.101
PA14,9,225,0.124
PA14,9,240,0.143
PA14,9,255,0.166
PA14,9,270,0.186
PA14,9,285,0.178
PA14,9,300,0.191
PA14,9,315,0.205
PA14,9,330,0.208
PA14,9,345,0.207
PA14,9,360,0.21
PA14,9,375,0.216
PA14,9,390,0.222
PA14,9,405,0.227
PA14,9,420,0.234
PA14,9,435,0.231
PA14,9,450,0.229
PA14,9,465,0.228
PA14,9,480,0.227
PA14,9,495,0.223
PA14,9,510,0.221
PA14,9,525,0.221
PA14,9,540,0.22
PA14,9,555,0.219
PA14,9,570,0.219
PA14,9,585,0.218
PA14,9,600,0.218
PA14,9,615,0.217
PA14,9,630,0.216
PA14,9,645,0.216
PA14,9,660,0.216
PA14,9,675,0.215
PA14,9,690,0.215
PA14,9,705,0.214
PA14,9,720,0.214
PA14,9,735,0.213
PA14,9,750,0.213
PA14,9,765,0.213
PA14,9,780,0.212
PA14,9,795,0.212
PA14,9,810,0.212
PA14,9,825,0.211
PA14,9,840,0.211
PA14,9,855,0.211
PA14,9,870,0.211
PA14,9,885,0.21
PA14,9,900,0.21
PA14,9,915,0.212
PA14,9,930,0.21
PA14,9,945,0.209
PA14,9,960,0.209
PA14,9,975,0.209
PA14,9,990,0.209
PA14,9,1005,0.208
PA14,9,1020,0.208
PA14,9,1035,0.208
PA14,9,1050,0.209
PA14,9,1065,0.209
PA14,9,1080,0.209
PA14,9,1095,0.207
PA14,9,1110,0.207
PA14,9,1125,0.208
PA14,9,1140,0.207
PA14,9,1155,0.206
H16,1,15,0.01
H16,1,30,0.011
H16,1,45,0.01
H16,1,60,0.012
H16,1,75,0.017
H16,1,90,0.018
H16,1,105,0.022
H16,1,120,0.029
H16,1,135,0.038
H16,1,150,0.059
H16,1,165,0.068
H16,1,180,0.081
H16,1,195,0.107
H16,1,210,0.126
H16,1,225,0.164
H16,1,240,0.175
H16,1,255,0.184
H16,1,270,0.198
H16,1,285,0.216
H16,1,300,0.231
H16,1,315,0.236
H16,1,330,0.252
H16,1,345,0.264
H16,1,360,0.271
H16,1,375,0.277
H16,1,390,0.281
H16,1,405,0.281
H16,1,420,0.281
H16,1,435,0.279
H16,1,450,0.278
H16,1,465,0.277
H16,1,480,0.277
H16,1,495,0.277
H16,1,510,0.272
H16,1,525,0.276
H16,1,540,0.278
H16,1,555,0.281
H16,1,570,0.277
H16,1,585,0.277
H16,1,600,0.277
H16,1,615,0.277
H16,1,630,0.287
H16,1,645,0.278
H16,1,660,0.277
H16,1,675,0.279
H16,1,690,0.281
H16,1,705,0.279
H16,1,720,0.273
H16,1,735,0.281
H16,1,750,0.281
H16,1,765,0.281
H16,1,780,0.279
H16,1,795,0.277
H16,1,810,0.281
H16,1,825,0.272
H16,1,840,0.273
H16,1,855,0.271
H16,1,870,0.271
H16,1,885,0.272
H16,1,900,0.284
H16,1,915,0.274
H16,1,930,0.273
H16,1,945,0.271
H16,1,960,0.27
H16,1,975,0.27
H16,1,990,0.27
H16,1,1005,0.27
H16,1,1020,0.269
H16,1,1035,0.269
H16,1,1050,0.27
H16,1,1065,0.27
H16,1,1080,0.272
H16,1,1095,0.268
H16,1,1110,0.268
H16,1,1125,0.269
H16,1,1140,0.268
H16,1,1155,0.268
H12,2,15,0.001
H12,2,30,0.001
H12,2,45,0.002
H12,2,60,0.005
H12,2,75,0.008
H12,2,90,0.012
H12,2,105,0.019
H12,2,120,0.028
H12,2,135,0.042
H12,2,150,0.058
H12,2,165,0.076
H12,2,180,0.09
H12,2,195,0.106
H12,2,210,0.127
H12,2,225,0.15
H12,2,240,0.171
H12,2,255,0.19
H12,2,270,0.205
H12,2,285,0.221
H12,2,300,0.235
H12,2,315,0.247
H12,2,330,0.257
H12,2,345,0.263
H12,2,360,0.268
H12,2,375,0.271
H12,2,390,0.274
H12,2,405,0.275
H12,2,420,0.276
H12,2,435,0.275
H12,2,450,0.274
H12,2,465,0.274
H12,2,480,0.273
H12,2,495,0.274
H12,2,510,0.273
H12,2,525,0.272
H12,2,540,0.271
H12,2,555,0.27
H12,2,570,0.27
H12,2,585,0.269
H12,2,600,0.268
H12,2,615,0.268
H12,2,630,0.267
H12,2,645,0.267
H12,2,660,0.267
H12,2,675,0.266
H12,2,690,0.266
H12,2,705,0.266
H12,2,720,0.265
H12,2,735,0.265
H12,2,750,0.264
H12,2,765,0.265
H12,2,780,0.264
H12,2,795,0.263
H12,2,810,0.263
H12,2,825,0.262
H12,2,840,0.261
H12,2,855,0.259
H12,2,870,0.258
H12,2,885,0.258
H12,2,900,0.259
H12,2,915,0.259
H12,2,930,0.259
H12,2,945,0.259
H12,2,960,0.259
H12,2,975,0.258
H12,2,990,0.258
H12,2,1005,0.257
H12,2,1020,0.258
H12,2,1035,0.259
H12,2,1050,0.262
H12,2,1065,0.263
H12,2,1080,0.263
H12,2,1095,0.262
H12,2,1110,0.261
H12,2,1125,0.26
H12,2,1140,0.26
H12,2,1155,0.259
H14,2,15,0.003
H14,2,30,0.003
H14,2,45,0.004
H14,2,60,0.007
H14,2,75,0.011
H14,2,90,0.015
H14,2,105,0.02
H14,2,120,0.03
H14,2,135,0.04
H14,2,150,0.056
H14,2,165,0.073
H14,2,180,0.09
H14,2,195,0.108
H14,2,210,0.131
H14,2,225,0.168
H14,2,240,0.186
H14,2,255,0.209
H14,2,270,0.24
H14,2,285,0.263
H14,2,300,0.283
H14,2,315,0.303
H14,2,330,0.322
H14,2,345,0.337
H14,2,360,0.351
H14,2,375,0.36
H14,2,390,0.368
H14,2,405,0.386
H14,2,420,0.387
H14,2,435,0.389
H14,2,450,0.394
H14,2,465,0.393
H14,2,480,0.393
H14,2,495,0.391
H14,2,510,0.389
H14,2,525,0.385
H14,2,540,0.383
H14,2,555,0.38
H14,2,570,0.378
H14,2,585,0.375
H14,2,600,0.373
H14,2,615,0.371
H14,2,630,0.37
H14,2,645,0.368
H14,2,660,0.366
H14,2,675,0.364
H14,2,690,0.362
H14,2,705,0.361
H14,2,720,0.361
H14,2,735,0.358
H14,2,750,0.355
H14,2,765,0.353
H14,2,780,0.352
H14,2,795,0.349
H14,2,810,0.347
H14,2,825,0.346
H14,2,840,0.344
H14,2,855,0.342
H14,2,870,0.34
H14,2,885,0.338
H14,2,900,0.336
H14,2,915,0.333
H14,2,930,0.33
H14,2,945,0.323
H14,2,960,0.32
H14,2,975,0.318
H14,2,990,0.317
H14,2,1005,0.315
H14,2,1020,0.314
H14,2,1035,0.314
H14,2,1050,0.315
H14,2,1065,0.317
H14,2,1080,0.316
H14,2,1095,0.315
H14,2,1110,0.313
H14,2,1125,0.312
H14,2,1140,0.311
H14,2,1155,0.309
H17,2,15,0.005
H17,2,30,0.007
H17,2,45,0.007
H17,2,60,0.007
H17,2,75,0.008
H17,2,90,0.01
H17,2,105,0.015
H17,2,120,0.021
H17,2,135,0.027
H17,2,150,0.037
H17,2,165,0.048
H17,2,180,0.064
H17,2,195,0.072
H17,2,210,0.088
H17,2,225,0.109
H17,2,240,0.128
H17,2,255,0.152
H17,2,270,0.186
H17,2,285,0.219
H17,2,300,0.251
H17,2,315,0.279
H17,2,330,0.298
H17,2,345,0.31
H17,2,360,0.323
H17,2,375,0.328
H17,2,390,0.333
H17,2,405,0.338
H17,2,420,0.342
H17,2,435,0.345
H17,2,450,0.349
H17,2,465,0.353
H17,2,480,0.355
H17,2,495,0.358
H17,2,510,0.353
H17,2,525,0.364
H17,2,540,0.364
H17,2,555,0.355
H17,2,570,0.354
H17,2,585,0.349
H17,2,600,0.344
H17,2,615,0.341
H17,2,630,0.336
H17,2,645,0.337
H17,2,660,0.334
H17,2,675,0.335
H17,2,690,0.33
H17,2,705,0.33
H17,2,720,0.329
H17,2,735,0.328
H17,2,750,0.328
H17,2,765,0.327
H17,2,780,0.327
H17,2,795,0.327
H17,2,810,0.326
H17,2,825,0.325
H17,2,840,0.326
H17,2,855,0.325
H17,2,870,0.324
H17,2,885,0.324
H17,2,900,0.324
H17,2,915,0.323
H17,2,930,0.324
H17,2,945,0.323
H17,2,960,0.325
H17,2,975,0.323
H17,2,990,0.323
H17,2,1005,0.324
H17,2,1020,0.323
H17,2,1035,0.324
H17,2,1050,0.325
H17,2,1065,0.325
H17,2,1080,0.323
H17,2,1095,0.322
H17,2,1110,0.321
H17,2,1125,0.319
H17,2,1140,0.318
H17,2,1155,0.317
PA14,10,15,0.008
PA14,10,30,0.006
PA14,10,45,0.005
PA14,10,60,0.004
PA14,10,75,0.005
PA14,10,90,0.007
PA14,10,105,0.011
PA14,10,120,0.016
PA14,10,135,0.024
PA14,10,150,0.032
PA14,10,165,0.042
PA14,10,180,0.054
PA14,10,195,0.063
PA14,10,210,0.075
PA14,10,225,0.09
PA14,10,240,0.106
PA14,10,255,0.13
PA14,10,270,0.155
PA14,10,285,0.18
PA14,10,300,0.202
PA14,10,315,0.214
PA14,10,330,0.228
PA14,10,345,0.229
PA14,10,360,0.23
PA14,10,375,0.237
PA14,10,390,0.248
PA14,10,405,0.256
PA14,10,420,0.26
PA14,10,435,0.255
PA14,10,450,0.258
PA14,10,465,0.258
PA14,10,480,0.256
PA14,10,495,0.253
PA14,10,510,0.253
PA14,10,525,0.246
PA14,10,540,0.243
PA14,10,555,0.242
PA14,10,570,0.24
PA14,10,585,0.238
PA14,10,600,0.237
PA14,10,615,0.236
PA14,10,630,0.235
PA14,10,645,0.234
PA14,10,660,0.233
PA14,10,675,0.232
PA14,10,690,0.232
PA14,10,705,0.232
PA14,10,720,0.231
PA14,10,735,0.231
PA14,10,750,0.229
PA14,10,765,0.229
PA14,10,780,0.228
PA14,10,795,0.229
PA14,10,810,0.228
PA14,10,825,0.228
PA14,10,840,0.227
PA14,10,855,0.227
PA14,10,870,0.227
PA14,10,885,0.227
PA14,10,900,0.227
PA14,10,915,0.226
PA14,10,930,0.226
PA14,10,945,0.225
PA14,10,960,0.226
PA14,10,975,0.226
PA14,10,990,0.226
PA14,10,1005,0.226
PA14,10,1020,0.226
PA14,10,1035,0.226
PA14,10,1050,0.226
PA14,10,1065,0.226
PA14,10,1080,0.227
PA14,10,1095,0.226
PA14,10,1110,0.226
PA14,10,1125,0.226
PA14,10,1140,0.233
PA14,10,1155,0.232
H15,1,15,0.005
H15,1,30,0.004
H15,1,45,0.003
H15,1,60,0.004
H15,1,75,0.005
H15,1,90,0.006
H15,1,105,0.008
H15,1,120,0.009
H15,1,135,0.011
H15,1,150,0.013
H15,1,165,0.015
H15,1,180,0.018
H15,1,195,0.022
H15,1,210,0.028
H15,1,225,0.031
H15,1,240,0.035
H15,1,255,0.04
H15,1,270,0.046
H15,1,285,0.052
H15,1,300,0.059
H15,1,315,0.066
H15,1,330,0.076
H15,1,345,0.088
H15,1,360,0.098
H15,1,375,0.112
H15,1,390,0.127
H15,1,405,0.144
H15,1,420,0.16
H15,1,435,0.174
H15,1,450,0.189
H15,1,465,0.207
H15,1,480,0.218
H15,1,495,0.226
H15,1,510,0.233
H15,1,525,0.263
H15,1,540,0.249
H15,1,555,0.257
H15,1,570,0.265
H15,1,585,0.271
H15,1,600,0.276
H15,1,615,0.281
H15,1,630,0.283
H15,1,645,0.283
H15,1,660,0.286
H15,1,675,0.284
H15,1,690,0.28
H15,1,705,0.278
H15,1,720,0.275
H15,1,735,0.274
H15,1,750,0.273
H15,1,765,0.271
H15,1,780,0.273
H15,1,795,0.273
H15,1,810,0.272
H15,1,825,0.269
H15,1,840,0.27
H15,1,855,0.277
H15,1,870,0.271
H15,1,885,0.273
H15,1,900,0.285
H15,1,915,0.282
H15,1,930,0.273
H15,1,945,0.281
H15,1,960,0.271
H15,1,975,0.267
H15,1,990,0.27
H15,1,1005,0.273
H15,1,1020,0.272
H15,1,1035,0.273
H15,1,1050,0.272
H15,1,1065,0.274
H15,1,1080,0.277
H15,1,1095,0.272
H15,1,1110,0.271
H15,1,1125,0.277
H15,1,1140,0.273
H15,1,1155,0.276
H20,1,15,0.012
H20,1,30,0.013
H20,1,45,0.015
H20,1,60,0.02
H20,1,75,0.024
H20,1,90,0.028
H20,1,105,0.033
H20,1,120,0.042
H20,1,135,0.055
H20,1,150,0.074
H20,1,165,0.087
H20,1,180,0.108
H20,1,195,0.132
H20,1,210,0.156
H20,1,225,0.179
H20,1,240,0.207
H20,1,255,0.222
H20,1,270,0.243
H20,1,285,0.258
H20,1,300,0.266
H20,1,315,0.278
H20,1,330,0.291
H20,1,345,0.301
H20,1,360,0.303
H20,1,375,0.305
H20,1,390,0.307
H20,1,405,0.311
H20,1,420,0.313
H20,1,435,0.315
H20,1,450,0.317
H20,1,465,0.319
H20,1,480,0.322
H20,1,495,0.325
H20,1,510,0.319
H20,1,525,0.326
H20,1,540,0.331
H20,1,555,0.331
H20,1,570,0.329
H20,1,585,0.328
H20,1,600,0.324
H20,1,615,0.323
H20,1,630,0.321
H20,1,645,0.321
H20,1,660,0.319
H20,1,675,0.318
H20,1,690,0.316
H20,1,705,0.316
H20,1,720,0.316
H20,1,735,0.317
H20,1,750,0.32
H20,1,765,0.317
H20,1,780,0.316
H20,1,795,0.316
H20,1,810,0.318
H20,1,825,0.315
H20,1,840,0.315
H20,1,855,0.318
H20,1,870,0.315
H20,1,885,0.316
H20,1,900,0.313
H20,1,915,0.314
H20,1,930,0.314
H20,1,945,0.313
H20,1,960,0.312
H20,1,975,0.313
H20,1,990,0.312
H20,1,1005,0.312
H20,1,1020,0.311
H20,1,1035,0.311
H20,1,1050,0.311
H20,1,1065,0.311
H20,1,1080,0.31
H20,1,1095,0.31
H20,1,1110,0.309
H20,1,1125,0.31
H20,1,1140,0.309
H20,1,1155,0.309
H17,3,15,0.001
H17,3,30,0.001
H17,3,45,0.002
H17,3,60,0.003
H17,3,75,0.004
H17,3,90,0.007
H17,3,105,0.01
H17,3,120,0.014
H17,3,135,0.019
H17,3,150,0.028
H17,3,165,0.04
H17,3,180,0.055
H17,3,195,0.068
H17,3,210,0.077
H17,3,225,0.098
H17,3,240,0.121
H17,3,255,0.127
H17,3,270,0.168
H17,3,285,0.196
H17,3,300,0.226
H17,3,315,0.25
H17,3,330,0.275
H17,3,345,0.282
H17,3,360,0.284
H17,3,375,0.286
H17,3,390,0.281
H17,3,405,0.276
H17,3,420,0.27
H17,3,435,0.268
H17,3,450,0.266
H17,3,465,0.263
H17,3,480,0.262
H17,3,495,0.262
H17,3,510,0.26
H17,3,525,0.261
H17,3,540,0.26
H17,3,555,0.259
H17,3,570,0.257
H17,3,585,0.257
H17,3,600,0.256
H17,3,615,0.255
H17,3,630,0.256
H17,3,645,0.255
H17,3,660,0.255
H17,3,675,0.257
H17,3,690,0.252
H17,3,705,0.259
H17,3,720,0.267
H17,3,735,0.249
H17,3,750,0.249
H17,3,765,0.25
H17,3,780,0.254
H17,3,795,0.247
H17,3,810,0.247
H17,3,825,0.245
H17,3,840,0.26
H17,3,855,0.247
H17,3,870,0.247
H17,3,885,0.247
H17,3,900,0.244
H17,3,915,0.251
H17,3,930,0.248
H17,3,945,0.245
H17,3,960,0.246
H17,3,975,0.248
H17,3,990,0.243
H17,3,1005,0.245
H17,3,1020,0.241
H17,3,1035,0.241
H17,3,1050,0.241
H17,3,1065,0.242
H17,3,1080,0.248
H17,3,1095,0.245
H17,3,1110,0.241
H17,3,1125,0.241
H17,3,1140,0.24
H17,3,1155,0.238
H17,4,15,0.005
H17,4,30,0.004
H17,4,45,0.004
H17,4,60,0.004
H17,4,75,0.005
H17,4,90,0.008
H17,4,105,0.011
H17,4,120,0.015
H17,4,135,0.021
H17,4,150,0.032
H17,4,165,0.044
H17,4,180,0.062
H17,4,195,0.076
H17,4,210,0.092
H17,4,225,0.111
H17,4,240,0.125
H17,4,255,0.144
H17,4,270,0.182
H17,4,285,0.207
H17,4,300,0.231
H17,4,315,0.254
H17,4,330,0.27
H17,4,345,0.288
H17,4,360,0.291
H17,4,375,0.304
H17,4,390,0.301
H17,4,405,0.295
H17,4,420,0.291
H17,4,435,0.282
H17,4,450,0.271
H17,4,465,0.27
H17,4,480,0.265
H17,4,495,0.26
H17,4,510,0.25
H17,4,525,0.254
H17,4,540,0.249
H17,4,555,0.248
H17,4,570,0.244
H17,4,585,0.244
H17,4,600,0.243
H17,4,615,0.243
H17,4,630,0.243
H17,4,645,0.24
H17,4,660,0.239
H17,4,675,0.238
H17,4,690,0.237
H17,4,705,0.238
H17,4,720,0.235
H17,4,735,0.235
H17,4,750,0.234
H17,4,765,0.235
H17,4,780,0.234
H17,4,795,0.235
H17,4,810,0.232
H17,4,825,0.232
H17,4,840,0.233
H17,4,855,0.232
H17,4,870,0.231
H17,4,885,0.233
H17,4,900,0.23
H17,4,915,0.23
H17,4,930,0.23
H17,4,945,0.23
H17,4,960,0.229
H17,4,975,0.229
H17,4,990,0.228
H17,4,1005,0.228
H17,4,1020,0.233
H17,4,1035,0.231
H17,4,1050,0.227
H17,4,1065,0.227
H17,4,1080,0.227
H17,4,1095,0.226
H17,4,1110,0.225
H17,4,1125,0.225
H17,4,1140,0.227
H17,4,1155,0.226
PA14,11,15,0.001
PA14,11,30,0.001
PA14,11,45,0.001
PA14,11,60,0.001
PA14,11,75,0.002
PA14,11,90,0.006
PA14,11,105,0.01
PA14,11,120,0.017
PA14,11,135,0.024
PA14,11,150,0.034
PA14,11,165,0.045
PA14,11,180,0.055
PA14,11,195,0.065
PA14,11,210,0.076
PA14,11,225,0.09
PA14,11,240,0.108
PA14,11,255,0.124
PA14,11,270,0.147
PA14,11,285,0.174
PA14,11,300,0.194
PA14,11,315,0.209
PA14,11,330,0.225
PA14,11,345,0.229
PA14,11,360,0.233
PA14,11,375,0.24
PA14,11,390,0.245
PA14,11,405,0.266
PA14,11,420,0.263
PA14,11,435,0.26
PA14,11,450,0.253
PA14,11,465,0.257
PA14,11,480,0.261
PA14,11,495,0.261
PA14,11,510,0.257
PA14,11,525,0.254
PA14,11,540,0.249
PA14,11,555,0.246
PA14,11,570,0.244
PA14,11,585,0.242
PA14,11,600,0.239
PA14,11,615,0.237
PA14,11,630,0.236
PA14,11,645,0.234
PA14,11,660,0.233
PA14,11,675,0.231
PA14,11,690,0.231
PA14,11,705,0.229
PA14,11,720,0.227
PA14,11,735,0.226
PA14,11,750,0.225
PA14,11,765,0.224
PA14,11,780,0.223
PA14,11,795,0.223
PA14,11,810,0.222
PA14,11,825,0.221
PA14,11,840,0.22
PA14,11,855,0.22
PA14,11,870,0.219
PA14,11,885,0.218
PA14,11,900,0.218
PA14,11,915,0.217
PA14,11,930,0.217
PA14,11,945,0.216
PA14,11,960,0.216
PA14,11,975,0.216
PA14,11,990,0.215
PA14,11,1005,0.215
PA14,11,1020,0.214
PA14,11,1035,0.215
PA14,11,1050,0.217
PA14,11,1065,0.218
PA14,11,1080,0.219
PA14,11,1095,0.217
PA14,11,1110,0.216
PA14,11,1125,0.216
PA14,11,1140,0.219
PA14,11,1155,0.218
H17,5,15,0.001
H17,5,30,0.001
H17,5,45,0.001
H17,5,60,0.001
H17,5,75,0.001
H17,5,90,0.003
H17,5,105,0.007
H17,5,120,0.013
H17,5,135,0.021
H17,5,150,0.03
H17,5,165,0.042
H17,5,180,0.059
H17,5,195,0.073
H17,5,210,0.09
H17,5,225,0.107
H17,5,240,0.13
H17,5,255,0.15
H17,5,270,0.185
H17,5,285,0.218
H17,5,300,0.249
H17,5,315,0.285
H17,5,330,0.297
H17,5,345,0.311
H17,5,360,0.326
H17,5,375,0.334
H17,5,390,0.341
H17,5,405,0.349
H17,5,420,0.354
H17,5,435,0.359
H17,5,450,0.364
H17,5,465,0.368
H17,5,480,0.374
H17,5,495,0.378
H17,5,510,0.369
H17,5,525,0.376
H17,5,540,0.37
H17,5,555,0.364
H17,5,570,0.36
H17,5,585,0.355
H17,5,600,0.351
H17,5,615,0.347
H17,5,630,0.343
H17,5,645,0.342
H17,5,660,0.338
H17,5,675,0.335
H17,5,690,0.336
